389,74,"","2-3Gls 1H",106
390,86,"","2-3Gls 2H",106
391,269,"","2-3Gls A",106
392,252,"","2-3Gls H",106
393,21,"","2-4Gls",106
394,24,"","2-5Gls",106
395,17,"","2-6Gls",106
396,81,"","2G 1H N",106
397,79,"","2G 1H Y",106
398,93,"","2G 2H N",106
399,91,"","2G 2H Y",106
400,295,"","2GG",106
401,413,"","2H (1:0)",106
402,95,"","2Ht +Goals",106
403,43,"","2-Prvo Poluvreme",106
404,39,"","3 Gls N",106
405,19,"","3 Gls Y",106
406,22,"","3-4Gls",106
407,25,"","3-5Gls",106
408,30,"","3-6Gls",106
409,40,"","4 Gls N",106
410,34,"","4 Gls Y",106
411,27,"","4-5Gls",106
412,12,"","4-6Gls",106
413,35,"","5 Gls Y",106
414,14,"","7+Gls",106
415,218,"","A O 0.5 1H",106
416,394,"","A O 0.5 2H",106
417,219,"","A O 1.5 1H",106
418,395,"","A O 1.5 2H",106
419,253,"","A Ov 0.5",106
420,254,"","A Ov 1.5",106
421,260,"","A Ov 2.5",106
422,220,"","A U 0.5 1H",106
423,396,"","A U 0.5 2H",106
424,397,"","A U 1.5 2H",106
425,255,"","A Un 0.5",106
426,261,"","A Un 1.5",106
427,225,"","GG",106
428,228,"","GG 1HT",106
429,229,"","GG 2HT",106
430,230,"","GGGG Yes",106
431,211,"","H O 0.5 1H",106
432,387,"","H O 0.5 2H",106
433,212,"","H O 1.5 1H",106
434,388,"","H O 1.5 2H",106
435,236,"","H Ov 0.5",106
436,237,"","H Ov 1.5",106
437,243,"","H Ov 2.5",106
438,213,"","H U 0.5 1H",106
439,389,"","H U 0.5 2H",106
440,214,"","H U 1.5 1H",106
441,390,"","H U 1.5 2H",106
442,238,"","H Un 0.5",106
443,244,"","H Un 1.5",106
444,245,"","H Un 2.5",106
445,403,"","HT1orFT1",106
446,405,"","HT2orFT2",106
447,404,"","HTXorFTX",106
448,32,"","Nepar",106
449,226,"","NG",106
450,70,"","Ov. 0.5 1H",106
451,82,"","Ov. 0.5 2H",106
452,15,"","Ov. 1.5",106
453,71,"","Ov. 1.5 1H",106
454,83,"","Ov. 1.5 2H",106
455,10,"","Ov. 2.5",106
456,72,"","Ov. 2.5 1H",106
457,84,"","Ov. 2.5 2H",106
458,11,"","Ov. 3.5",106
459,13,"","Ov. 4.5",106
460,20,"","Ov. 5.5",106
461,31,"","Par",106
462,75,"","Un. 0.5 1H",106
463,87,"","Un. 0.5 2H",106
464,7,"","Un. 1.5",106
465,73,"","Un. 1.5 1H",106
466,85,"","Un. 1.5 2H",106
467,8,"","Un. 2.5",106
468,76,"","Un. 2.5 1H",106
469,88,"","Un. 2.5 2H",106
470,16,"","Un. 3.5",106
471,28,"","Un. 4.5",106
472,2,"","X",106
473,47,"","X/1",106
474,49,"","X/2",106
475,48,"","X/X",106
476,382,"","X2-",106
477,416,"","X2 DC 2H",106
478,65,"","X2/12",106
479,64,"","X2/1X",106
480,66,"","X2/X2",106
481,363,"","X22-",106
482,359,"","X22+",106
483,364,"","X23-",106
484,360,"","X23+",106
485,361,"","X24+",106
486,6,"","X2DC",106
487,419,"","X2DC 1H",106
488,365,"","X2GG",106
489,101,"","X-2nd Half",106
490,96,"","XHt +Goals",106
491,42,"","X-Prvo Poluvreme",106
492,1,"","K1 kv pr",101
493,2,"","KX kv",101
494,3,"","K2 kv po",101
495,4,"","D1X kv pr",101
496,5,"","D12 kv",101
497,6,"","DX2 kv po",101
498,7,"","G0-1 kv pr",101
499,8,"","G0-2 kv",101
500,9,"","G2-3 kv",101
501,10,"","G3pls kv",101
502,11,"","G4pls kv",101
503,12,"","G4-6 kv pr",101
504,13,"","G5pls kv",101
505,14,"","G7pls kv po",101
506,15,"","G2pls kv",101
507,16,"","G0-3 kv",101
508,17,"","G2-6 kv",101
509,18,"","G2 kv",101
510,19,"","G3 kv",101
511,20,"","G6pls kv",101
512,21,"","G2-4 kv",101
513,22,"","G3-4 kv",101
514,23,"","G1-3 kv",101
515,24,"","G2-5 kv",101
516,25,"","G3-5 kv",101
517,26,"","G1-2 kv",101
518,27,"","G4-5 kv po",101
519,28,"","G0-4 kv",101
520,29,"","G1-4 kv",101
521,30,"","G3-6 kv",101
522,33,"","G1 kv",101
523,34,"","G4 kv",101
524,35,"","G5 kv",101
525,36,"","G1-5 kv",101
526,41,"","P1 kv pr",101
527,42,"","PX kv",101
528,43,"","P2 kv po",101
529,44,"","1-1 kv pr",101
530,45,"","1-X kv",101
531,46,"","1-2 kv",101
532,47,"","X-1 kv",101
533,48,"","X-X kv",101
534,49,"","X-2 kv",101
535,50,"","2-1 kv",101
536,51,"","2-X kv",101
537,52,"","2-2 kv po",101
538,58,"","P1XzniznD1X kv pr",101
539,59,"","P1XzniznD12 kv",101
540,60,"","P1XzniznDX2 kv",101
541,61,"","PX2zniznD1X kv",101
542,62,"","P12zniznD12 kv",101
543,63,"","P12zniznDX2 kv",101
544,64,"","PX2zniznD1X kv",101
545,65,"","PX2zniznD12 kv",101
546,66,"","PX2zniznDX2 kv po",101
547,68,"","FG1 kv pr",101
548,69,"","FG2 kv po",101
549,70,"","I1pls kv",101
550,71,"","I2pls kv",101
551,72,"","I3pls kv",101
552,73,"","I01 kv",101
553,74,"","I23 kv",101
554,75,"","I0 kv pr",101
555,76,"","I02 kv",101
556,77,"","I12 kv",101
557,78,"","I1 kv",101
558,79,"","I2 kv",101
559,82,"","II1pls kv",101
560,83,"","II2pls kv",101
561,84,"","II3pls kv",101
562,85,"","II01 kv",101
563,86,"","II23 kv",101
564,87,"","II0 kv pr",101
565,88,"","II02 kv",101
566,89,"","II12 kv",101
567,90,"","II1 kv",101
568,91,"","II2 kv pr",101
569,94,"","IvcvII kv pr",101
570,95,"","ImnjII kv po",101
571,96,"","IjdjII kv",101
572,100,"","DP1 kv pr",101
573,101,"","DPX kv",101
574,102,"","DP2 kv po",101
575,103,"","T0dvt0 kv",101
576,104,"","T0dvt1 kv",101
577,105,"","T0dvt2 kv",101
578,106,"","T0dvt3 kv",101
579,107,"","T0dvt4 kv",101
580,108,"","T1dvt0 kv pr",101
581,109,"","T1dvt1 kv",101
582,110,"","T1dvt2 kv",101
583,111,"","T1dvt3 kv",101
584,112,"","T1dvt4 kv",101
585,113,"","T2dvt0 kv",101
586,114,"","T2dvt1 kv",101
587,115,"","T2dvt2 kv",101
588,116,"","T2dvt3 kv",101
589,117,"","T2dvt4 kv",101
590,118,"","T3dvt0 kv",101
591,119,"","T3dvt1 kv",101
592,120,"","T3dvt2 kv",101
593,121,"","T3dvt3 kv",101
594,122,"","T3dvt4 kv po",101
595,123,"","T4dvt0 kv po",101
596,124,"","T4dvt1 kv pr",101
597,125,"","T4dvt2 kv",101
598,126,"","T4dvt3 kv",101
599,211,"","GHP1pls kv",101
600,212,"","GHP2pls kv",101
601,213,"","GHP0 kv pr",101
602,214,"","GHP01 kv",101
603,216,"","GHP12 kv",101
604,217,"","GHP3pls kv po",101
605,218,"","GAP1pls kv po",101
606,219,"","GAP2pls kv",101
607,220,"","GAP0 kv pr",101
608,221,"","GAP01 kv",101
609,223,"","GAP12 kv pr",101
610,224,"","GAP3pls kv po",101
611,225,"","GG kv pr",101
612,226,"","GN kv",101
613,227,"","GGznizn3pls kv pr",101
614,228,"","GG1 kv",101
615,229,"","GG2 kv",101
616,230,"","GG1zniznGG2 kv po",101
618,233,"","GGznizn4pls kv",101
619,234,"","GN1 kv",101
620,235,"","GN2 kv",101
621,236,"","HS1 kv",101
622,237,"","GH2pls kv",101
623,238,"","HS2 kv pr",101
624,242,"","GGznizn1T2pls kv",101
625,243,"","GH3pls kv",101
626,244,"","GH01 kv",101
627,245,"","1TM02 kv",101
628,250,"","1TM12 kv",101
629,251,"","1TM13 kv",101
630,252,"","GH23 kv",101
631,253,"","AS1 kv",101
632,254,"","GA2pls kv",101
633,255,"","AS2 kv pr",101
634,259,"","GGznizn2T2pls kv po",101
635,260,"","GA3pls kv",101
636,261,"","GA01 kv",101
637,262,"","2TM02 kv",101
638,267,"","2TM12 kv",101
639,268,"","2TM13 kv",101
640,269,"","GA23 kv",101
641,278,"","1znizn3pls kv",101
642,279,"","2znizn3pls kv",101
643,284,"","1znizn2-3 kv",101
644,285,"","2znizn2-3 kv",101
645,286,"","1znizn1T2pls kv",101
646,287,"","2znizn2T2pls kv",101
647,288,"","1znizn4pls kv po",101
648,289,"","2znizn4pls kv",101
649,292,"","2-2znizn3pls kv",101
650,295,"","2zniznGG kv",101
651,296,"","2-2zniznI2pls kv",101
